Vantix Electric,0014x00000Hnsx7AAB,0014x00000Hnsx7,Electrical,Electrical,Electrical,"$17,000,000 ",Less than $25M,"$391,538","$318,029","$623,486","$253,896","$340,625","$543,242","$702,566","$1,448,978","$1,286,141","$799,129","$486,626","$285,197","$11,045",$0,$0,#DIV/0!,$0,
"MEC Electrical & Technologies, Inc.",0014x00000HnsxJAAR,0014x00000HnsxJ,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,"$446,257","$376,298","$282,040","$490,338","$821,076","$389,368","$471,721","$1,187,830","$765,855","$854,116","$881,047","$739,542","$243,811","$564,114","$111,740",-80%,"-$452,374",
HSI Electrical,0014x00000HnsygAAB,0014x00000Hnsyg,Electrical,Electrical,Electrical,"$8,000,000 ",Less than $25M,"$220,601","$79,739","$59,716","$56,556","$62,089","$94,494","$345,610","$191,752","$248,284","$104,018","$170,824","$89,155","$128,217","$91,722","$368,844",302%,"$277,122",
Mill Plain Electric,0014x00000HnsyQAAR,0014x00000HnsyQ,Electrical,Electrical,Electrical,,Less than $25M,"$587,604","$546,467","$446,267","$279,895","$402,835","$655,479","$299,156","$348,124","$846,683","$251,073","$121,901","$88,997","$235,995","$166,711",$0,-100%,"-$166,711",
Arrow Electric Co.,0014x00000HnsyrAAB,0014x00000Hnsyr,Electrical,Electrical,Electrical,"$150,000,000 ",$100M-$500M,$256,"$28,577","$1,529,465","$727,062","$2,217,473","$477,620","$2,316,746","$2,978,175","$1,452,842","$2,713,017","$505,919","$414,937","$1,420,305","$536,875","$714,075",33%,"$177,200",
Votaw Electric,0014x00000HnszHAAR,0014x00000HnszH,Electrical,Electrical,Electrical,"$55,000,000 ",$25M-$100M,"$832,375","$589,830","$2,362,320","$1,244,738","$1,201,162","$1,137,528","$696,000","$1,678,154","$1,187,987","$4,769,228","$515,009","$2,957,753","$1,143,177","$2,178,843","$1,032,081",-53%,"-$1,146,761",
Big State Electric,0014x00000HnszLAAR,0014x00000HnszL,Electrical,Electrical,Electrical,"$100,000,000 ",$100M-$500M,"$5,406,785","$3,366,837","$2,463,697","$3,430,163","$3,221,603","$1,697,308","$1,601,506","$2,242,527","$2,193,373","$2,352,214","$2,117,381","$3,692,252","$9,423,558","$12,811,374","$1,968,510",-85%,"-$10,842,864",
Reyff Electric,0014x00000HnsznAAB,0014x00000Hnszn,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,"$380,931","$333,525","$254,382","$393,510","$281,177","$309,689","$1,359,063","$3,577,058","$480,694","$290,984","$153,986","$118,038",$0,$0,$0,#DIV/0!,$0,
"Farris Electric, Inc.",0014x00000HnszuAAB,0014x00000Hnszu,Electrical,Electrical,Electrical,"$4,000,000 ",Less than $25M,$0,"$168,750",$0,$0,"$8,889",$296,$0,"$2,027","$1,950","$15,496",$465,$750,"$12,141","$1,740","$1,096",-37%,-$644,
Modern Electric Co. - Clifton,0014x00000Hnt1jAAB,0014x00000Hnt1j,Electrical,,Electrical,"$25,000,000 ",$25M-$100M,,,,,,,"$2,112","$1,177,463","$936,096","$1,549,508","$628,205","$860,502","$414,382","$683,120","$338,985",-50%,"-$344,135",
Exceed Electrical Contracting,0014x00000Hnt22AAB,0014x00000Hnt22,Electrical,,Electrical,"$38,000,000 ",$25M-$100M,,,,$0,$0,$1,"$161,961","$945,890","$2,020,849","$1,557,670","$989,555","$1,740,369","$4,638,099","$760,452","$1,894,409",149%,"$1,133,956",
Industrial Controls of Oklahoma,0014x00000Hnt22AAB,0014x00000Hnt22,Electrical,,Electrical,"$38,000,000 ",$25M-$100M,,,,,,,"$8,224",$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Miller Electrical Contractors, Inc.",0014x00000Hnt2KAAR,0014x00000Hnt2K,Electrical,,Electrical,"$103,000,000 ",$100M-$500M,,,,$0,$0,"$79,963","$11,867","$1,321,151","$3,806,605","$117,222","$1,597,002","$9,242,530","$626,409","$273,498","$185,398",-32%,"-$88,100",
"Vasko Electric, Inc.",0014x00000Hnt2qAAB,0014x00000Hnt2q,Electrical,Electrical,Electrical,"$27,425,000 ",$25M-$100M,"$404,675","$276,443","$541,365","$377,163","$428,502","$259,097","$629,633","$1,609,407","$1,722,908","$1,648,981","$301,328","$1,113,870","$258,541","$381,071","$429,614",13%,"$48,543",
Mission Electric Company,0014x00000Hnt3YAAR,0014x00000Hnt3Y,Electrical,Electrical,Electrical,"$16,088,000 ",Less than $25M,"$201,547","$87,459","$145,877","$136,097","$90,399","$88,028","$819,095","$316,874","$239,485","$246,647","$344,521","$220,663","$240,176","$73,006","$192,032",163%,"$119,026",
"Central Valley Electric, Inc.",0014x00000Hnt4iAAB,0014x00000Hnt4i,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,"$176,690","$192,980","$185,125","$334,600","$154,011","$155,564","$260,622","$126,300","$159,619","$219,083","$329,416","$331,647","$301,615","$153,236","$246,195",61%,"$92,959",
Telstar Instruments,0014x00000Hnt4KAAR,0014x00000Hnt4K,Electrical,Electrical,Electrical,"$100,187,000 ",$100M-$500M,"$3,250,757","$789,639","$1,060,818","$1,558,036","$2,228,525","$2,836,777","$2,000,682","$2,128,250","$1,715,792","$3,800,163","$1,021,799","$3,247,479","$2,403,183","$2,122,383","$2,200,028",4%,"$77,645",
Electrical Design Systems Corp.,0014x00000Hnt5BAAR,0014x00000Hnt5B,Electrical,Electrical,Electrical,$0 ,Less than $25M,"$171,275","$174,121","$317,149","$760,964","$110,741","$436,784","$289,038","$272,796","$423,712","$248,417","$36,834","$28,603","$5,148",$0,$0,#DIV/0!,$0,
JFK Electrical LLC,0014x00000Hnt5ZAAR,0014x00000Hnt5Z,Electrical,Electrical,Electrical,"$8,458,000 ",Less than $25M,"$81,318","$50,803","$83,371","$227,182","$41,523","$91,292","$111,424","$108,270","$132,501","$116,049","$236,229","$74,202","$18,651","$53,230","$43,522",-18%,"-$9,708",
ALBD Electric & Cable,0014x00000Hnt6EAAR,0014x00000Hnt6E,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,"$161,122","$150,557","$142,071","$256,900","$245,502","$266,355","$277,986","$181,966","$243,460","$343,269","$207,377","$297,831","$189,277","$177,417","$94,166",-47%,"-$83,250",
United Electric Company,0014x00000Hnt6qAAB,0014x00000Hnt6q,Electrical,Electrical,Electrical,,Less than $25M,"$263,926","$447,522","$786,592","$164,577","$173,457","$119,618","$92,125","$138,823","$311,998","$110,328","$74,472","$136,025","$412,406","$164,821","$138,847",-16%,"-$25,974",
"Access Electrical Contractors, Inc.",0014x00000Hnt7KAAR,0014x00000Hnt7K,Electrical,Electrical,Electrical,"$25,243,000 ",$25M-$100M,"$590,354","$258,748",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Holden Electric Co., Inc.",0014x00000Hnt8iAAB,0014x00000Hnt8i,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,"$486,801","$656,396","$519,707","$1,089,469","$390,576","$227,549","$756,177","$1,365,080","$531,780","$1,616,474","$472,569","$389,850","$228,688","$332,852","$556,333",67%,"$223,481",
Speelman Electric LLC,0014x00000Hnt8KAAR,0014x00000Hnt8K,Electrical,Electrical,Electrical,"$12,000,000 ",Less than $25M,$0,$0,"$7,087","$2,499",$0,$0,$0,$0,$0,$0,$0,$0,"$4,863","$130,953","$263,747",101%,"$132,793",
Amptek Electric,0014x00000Hnt8qAAB,0014x00000Hnt8q,Electrical,Electrical,Electrical,"$12,000,000 ",Less than $25M,"$105,535","$53,062","$116,164","$149,271","$84,189","$63,857","$163,687","$172,587","$154,607","$57,063","$70,865","$113,714","$108,438","$93,726","$342,612",266%,"$248,885",
Cascade Electrical,0014x00000HntB3AAJ,0014x00000HntB3,Electrical,Electrical,Electrical,"$35,000,000 ",$25M-$100M,"$808,632","$434,863","$1,014,987","$1,612,804","$598,915","$1,295,391","$672,979","$3,684,579","$1,051,583","$827,368","$477,665","$975,123","$996,149","$435,719","$803,968",85%,"$368,250",
DES Electric,0014x00000HntBBAAZ,0014x00000HntBB,Electrical,,Electrical,"$5,624,000 ",Less than $25M,,,,"$528,765",$0,$0,$0,$0,$0,$89,$0,$0,$0,$0,$0,#DIV/0!,$0,
Roz-A-Lite Electric,0014x00000HntBFAAZ,0014x00000HntBF,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,$0,$7,"$202,342","$67,177","$162,237","$2,658,425","$1,179,708","$2,943,609","$5,266,288","$1,107,939","$3,927,004","$922,767","$1,170,804","$1,195,295","$3,023,823",153%,"$1,828,528",79%
Blue Sky Electric,0014x00000HntBjAAJ,0014x00000HntBj,Electrical,Electrical,Electrical,"$100,000,000 ",$100M-$500M,"$118,836","$140,716","$419,533","$567,585","$622,435","$311,232","$1,516,196","$527,413","$252,765","$489,294","$3,779,181","$995,895","$295,496","$139,207","$720,592",418%,"$581,384",
Jamar Power Systems,0014x00000HntC7AAJ,0014x00000HntC7,Electrical,Electrical,Electrical,"$12,000,000 ",Less than $25M,"$267,751","$156,556","$367,546","$135,145","$189,999","$117,131","$139,272","$189,544","$219,489","$461,768","$396,127","$242,783","$227,951","$107,133","$100,078",-7%,"-$7,055",
Schamber Electric,0014x00000HntCIAAZ,0014x00000HntCI,Electrical,Electrical,Electrical,"$45,000,000 ",$25M-$100M,$0,$0,"$2,033",$306,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"A.J. Kirkwood & Associates, Inc.",0014x00000HntDiAAJ,0014x00000HntDi,Electrical,Electrical,Electrical,"$60,490,000 ",$25M-$100M,"$369,813","$367,437","$427,673","$499,657","$462,422","$439,142","$892,310","$387,746","$684,792","$4,060,566","$754,631","$519,481","$627,299","$313,836","$422,353",35%,"$108,516",
"Swartley Bros. Engineers, Inc.",0014x00000HntEPAAZ,0014x00000HntEP,Electrical,Electrical,Electrical,"$32,000,000 ",$25M-$100M,"$26,271","$88,162","$921,691","$110,261","$317,968","$550,055","$784,436","$121,336","$342,029","$130,142","$568,653","$237,572","$155,426","$178,047","$547,579",208%,"$369,532",
Roehrenbeck Electric,0014x00000HntErAAJ,0014x00000HntEr,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,"$287,948","$396,528","$862,038","$657,732","$1,285,259","$391,708","$423,858","$580,789","$608,239","$646,225","$432,310","$382,224","$396,415","$706,126","$599,785",-15%,"-$106,341",
"Hy-Lang Electric California, Inc.",0014x00000HntF1AAJ,0014x00000HntF1,Electrical,Electrical,Electrical,"$36,236,000 ",$25M-$100M,"$1,461,824","$92,075",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Napa Electric Shop,0014x00000HntF5AAJ,0014x00000HntF5,Electrical,Electrical,Electrical,"$12,000,000 ",Less than $25M,"$4,488","$17,001","$7,891","$44,781","$21,689","$68,342","$79,294","$47,384","$48,147","$53,657","$21,112","$31,269","$130,806","$56,308","$296,306",426%,"$239,998",
Rowan Electric,0014x00000HntFwAAJ,0014x00000HntFw,Electrical,Electrical,Electrical,"$26,254,000 ",$25M-$100M,"$83,608","$128,339","$103,543","$309,131","$346,439","$211,885","$217,593","$281,175","$227,713","$167,174","$142,213","$162,263","$73,936","$67,260","$81,151",21%,"$13,891",
Preferred Electric,0014x00000HntGIAAZ,0014x00000HntGI,Electrical,Electrical,Electrical,"$50,000,000 ",$25M-$100M,"$237,919","$350,005","$259,334","$755,839","$269,360","$208,066","$176,702","$134,751","$230,489","$250,337","$205,092","$266,362","$238,416","$187,274","$173,526",-7%,"-$13,748",
James D. Hinson Electrical Contracting Company Inc. EC0001588,0014x00000iNOfqAAG,0014x00000iNOfq,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,"$1,220,492","$767,786","$270,852","$455,104","$624,893","$441,363","$1,081,791","$158,277","$163,213","$474,924","$450,124","$284,597","$494,496","$1,634,595","$546,440",-67%,"-$1,088,155",
Pacific Power & Systems,0014x00000jRwtjAAC,0014x00000jRwtj,Electrical,Electrical,Electrical,"$185,000,000 ",$100M-$500M,"$151,136","$241,295","$287,157","$475,443","$193,826","$1,485,203","$704,431","$408,801","$676,478","$1,245,999","$996,993","$481,278","$191,540","$780,040","$1,256,886",61%,"$476,846",
Speer Mechanical,0014x00000jT93dAAC,0014x00000jT93d,Mechanical,Mechanical,Mechanical,"$60,000,000 ",$25M-$100M,"$93,350.86",$0.00,"$32,349.90","$280,043.72",$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Binsky & Snyder,0014x00000jT93SAAS,0014x00000jT93S,Mechanical,Mechanical,Mechanical,"$225,000,000 ",$100M-$500M,"$505,993.61",$4.00,"$34,623.00",$0.00,$0.00,"$7,987,661.50",$0.00,"$70,795.71","$73,420.58","$137,128","$61,887","$115,060","$49,169","$82,928","$107,961",30%,"$25,033",
Lawson Mechanical Contractors,0014x00000jT941AAC,0014x00000jT941,Mechanical,Mechanical,Mechanical,"$70,895,000 ",$25M-$100M,"$158,550.07","$276,078.25","$526,711.77","$565,848.98","$554,022.74","$512,313.55","$248,481.50","$490,927.49","$245,602.90","$394,433","$119,405","$299,098","$77,019","$119,353","$357,665",200%,"$238,312",
Armistead Mechanical,0014x00000jT947AAC,0014x00000jT947,Mechanical,Mechanical,Mechanical,"$23,179,000 ",Less than $25M,"$364,261.28","$405,604.17","$333,656.08","$719,777.66","$341,375.24","$665,883.95","$479,359.32","$257,882.08","$577,424.36","$348,481","$352,561","$445,710","$381,958","$233,832","$347,338",49%,"$113,506",
Monroe Piping & Sheet Metal,0014x00000jT96UAAS,0014x00000jT96U,Mechanical,Mechanical,Mechanical,"$7,958,000 ",Less than $25M,"$239,769.72","$376,036.41","$135,334.09","$459,724.20","$70,598.14","$140,906.07","$167,120.42","$114,181.28","$157,665.08","$127,140","$97,436","$531,702","$114,768","$236,921","$182,456",-23%,"-$54,465",
Premier Mechanical,0014x00000jT97pAAC,0014x00000jT97p,Mechanical,,Mechanical,"$55,000,000 ",$25M-$100M,,,,$0.00,$0.00,"$55,768.90","$270,955.45","$226,212.86","$668,938.68","$1,964,344","$130,997","$1,157,380","$311,704","$1,023,590","$641,919",-37%,"-$381,671",
"G.A. Rich & Sons, Inc.",0014x00000jT97XAAS,0014x00000jT97X,Mechanical,Mechanical,Mechanical,"$45,000,000 ",$25M-$100M,"$4,919.80","$2,479.98","$177,246.52","$1,545,076.31","$160,494.27","$288,099.71","$604,360.31","$764,783.30","$2,102,477.98","$4,346,614","$1,080,116","$445,829","$1,210,263","$493,044","$1,181,288",140%,"$688,243",
"Raven Mechanical, LP",0014x00000jTLsmAAG,0014x00000jTLsm,Mechanical,Mechanical,Mechanical,"$50,000,000 ",$25M-$100M,"$1,640,479.20","$1,416,149.09","$2,890,912.12","$1,382,047.16","$3,424,862.54","$1,957,113.25","$4,650,485.58","$1,109,809.38","$2,885,365.93","$4,254,428","$2,335,582","$9,558,642","$1,875,554","$2,620,092","$1,941,045",-26%,"-$679,047",
Williams Plumbing,0014x00000jTLtVAAW,0014x00000jTLtV,Mechanical,Mechanical,Mechanical,"$55,118,000 ",$25M-$100M,"$348,324.39","$459,945.68","$700,244.68","$735,444.48","$1,082,065.09","$644,273.80","$941,937.89","$964,307.05","$1,831,022.26","$765,415","$1,099,919","$1,342,841","$564,947","$594,281","$817,285",38%,"$223,005",
Interstate Mechanical Contractors,0014x00000jTLxFAAW,0014x00000jTLxF,Mechanical,Mechanical,Mechanical,"$70,000,000 ",$25M-$100M,"$10,479.84",$74.60,"$1,201.81","$2,053,779.23","$2,259,491.04","$2,925,776.50","$2,480,075.61","$2,590,584.38","$616,499.89","$667,147","$648,992","$1,034,119","$578,516","$423,699","$387,226",-9%,"-$36,473",
Garden City Plumbing & Heating,0014x00000jTLxJAAW,0014x00000jTLxJ,Mechanical,Mechanical,Mechanical,"$12,000,000 ",Less than $25M,$0.00,$0.00,$1.00,"$34,764.91","$17,309.33","$36,853.75","$235,469.36","$117,218.20","$329,950.21","$52,965","$546,082","$333,045","$83,110","$70,058","$48,105",-31%,"-$21,953",
"CHC Mechanical Contractors, Inc.",0014x00000jTLyVAAW,0014x00000jTLyV,Mechanical,Mechanical,Mechanical,"$20,219,000 ",Less than $25M,"$304,451.66","$795,007.43","$1,601,241.79","$1,053,025.28","$873,777.82","$945,504.79","$1,468,235.47","$1,723,748.54","$974,998.40","$1,558,090","$1,047,165","$1,167,771","$397,545","$1,419,223","$483,134",-66%,"-$936,089",
Botto Mechanical Corporation,0014x00000jTM0MAAW,0014x00000jTM0M,Mechanical,Mechanical,Mechanical,"$13,967,000 ",Less than $25M,"$128,895.96","$76,913.16","$112,335.10","$153,644.22","$141,923.82","$47,987.29","$157,944.70","$167,729.71","$278,714.56","$228,957","$270,909","$323,244","$151,140","$140,334","$359,450",156%,"$219,116",
"Innovative Air, Inc.",0014x00000jTM5LAAW,0014x00000jTM5L,Mechanical,Mechanical,Mechanical,"$5,250,000 ",Less than $25M,"$15,884.39","$13,116.90","$17,301.24","$39,417.58","$38,376.85","$48,792.38","$50,106.71","$22,026.59","$32,082.35","$97,160","$64,908","$51,866","$109,748","$122,994","$158,758",29%,"$35,764",
"Southwest Plumbing Services, Inc.",0014x00000jTMcMAAW,0014x00000jTMcM,Mechanical,Mechanical,Mechanical,"$18,000,000 ",Less than $25M,"$282,685.35","$130,276.82","$646,272.34","$454,035.10","$623,429.53","$755,597.21","$600,275.94","$440,436.63","$347,340.54","$692,631","$158,611","$334,683",$0,$0,$0,#DIV/0!,$0,
"Gastonia Plumbing & Heating Co., Inc.",0014x00000jTMgOAAW,0014x00000jTMgO,Mechanical,Mechanical,Mechanical,"$8,750,000 ",Less than $25M,"$150,426.06","$2,483.61","$91,027.48","$43,295.40","$5,227.00","$13,766.13","$961,554.78","$192,338.05","$94,674.00","$16,612","$1,164,517","$215,764","$4,364",$660,"$121,314",18274%,"$120,654",
DCS Mechanical,0014x00000jTMhHAAW,0014x00000jTMhH,Mechanical,Mechanical,Mechanical,"$20,000,000 ",Less than $25M,$0.00,$0.00,$548.82,"$27,898.26","$20,367.16","$20,456.60",$32.08,$0.00,$0.00,"$23,525",$0,"$32,401","$16,980",$0,"$38,484",#DIV/0!,"$38,484",
R.G. & Sons Plumbing,0014x00000jTMhMAAW,0014x00000jTMhM,Mechanical,,Mechanical,"$13,000,000 ",Less than $25M,,,,,,,"$26,695.90","$76,576.46","$69,036.13","$96,608","$50,771","$97,478","$92,904","$25,574","$140,916",451%,"$115,342",
Ek Plumbing,0014x00000jTMq0AAG,0014x00000jTMq0,Mechanical,Mechanical,Mechanical,"$8,000,000 ",Less than $25M,"$176,251.21","$266,087.50","$181,494.80","$286,499.36","$228,379.27","$360,020.22","$325,807.98","$368,814.66","$591,242.56","$481,567","$437,578","$217,267","$319,050","$126,926","$293,498",131%,"$166,572",
Jet Industries,0014x00000jTMQdAAO,0014x00000jTMQd,Mechanical,Mechanical,Mechanical,"$80,000,000 ",$25M-$100M,"$352,150.73","$1,035,455.08","$485,146.10","$1,179,728.11","$1,716,700.18","$3,017,670.14","$1,915,382.43","$1,511,705.62","$1,402,548.22","$1,428,789","$2,323,174","$2,600,464","$1,575,917","$1,134,859","$1,950,022",72%,"$815,163",
"BCH Mechanical, LLC.",0014x00000jTMRDAA4,0014x00000jTMRD,Mechanical,Mechanical,Mechanical,"$80,000,000 ",$25M-$100M,"$4,215,067.85","$2,068,715.27","$2,559,413.92","$1,928,992.71","$1,483,257.22","$1,698,125.44","$1,470,698.88","$1,317,507.89","$1,360,463.57","$1,361,111","$1,188,977","$1,456,150","$1,864,752","$713,830","$768,593",8%,"$54,762",
"O'Brien Mechanical, Inc. II",0014x00000jTMrrAAG,0014x00000jTMrr,Mechanical,Mechanical,Mechanical,"$15,000,000 ",Less than $25M,$0.00,$0.00,$639.28,$62.63,$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Warner Mechanical,0014x00000jTMRxAAO,0014x00000jTMRx,Mechanical,Mechanical,Mechanical,"$42,599,000 ",$25M-$100M,"$522,179.45","$148,485.18","$177,726.76","$422,783.99","$157,549.71","$72,015.62","$102,758.54","$6,300.55",$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
All Weather Contractors,0014x00000jTMtQAAW,0014x00000jTMtQ,Mechanical,Mechanical,Mechanical,"$45,000,000 ",$25M-$100M,"$839,191.92","$1,663,823.33","$924,317.45","$1,314,927.99","$971,993.75","$631,049.56","$913,925.84","$1,441,867.73","$508,205.57","$792,915","$658,788","$399,251","$332,722","$238,583","$261,232",9%,"$22,649",
"Circulating Air, Inc.",0014x00000jTMuRAAW,0014x00000jTMuR,Mechanical,Mechanical,Mechanical,"$20,189,000 ",Less than $25M,"$904,839.61","$1,780,293.91","$1,138,649.75","$691,024.89","$402,541.36","$411,617.58","$204,363.33","$656,430.10","$459,032.42","$612,668","$767,538","$732,527","$611,597","$2,002,127","$276,719",-86%,"-$1,725,408",
Precision Plumbing,0014x00000jTMV1AAO,0014x00000jTMV1,Mechanical,Mechanical,Mechanical,"$80,000,000 ",$25M-$100M,"$1,334,215.60","$1,072,272.19","$2,405,953.91","$1,794,082.11","$1,017,846.14","$1,209,358.79","$1,022,318.55","$1,182,538.37","$994,663.88","$1,097,613","$478,463","$1,306,799","$527,137","$643,120","$779,432",21%,"$136,311",
TATRO,0014x00000jTMVqAAO,0014x00000jTMVq,Mechanical,Mechanical,Mechanical,"$11,508,000 ",Less than $25M,"$170,848.78","$149,291.85","$158,523.12","$133,680.55","$149,034.13","$219,826.29","$129,731.12","$66,017.64","$289,531.24","$167,458","$90,168","$212,529","$116,782","$62,280","$63,108",1%,$828,
"Harry Grodsky & Co., Inc.",0014x00000jTMvzAAG,0014x00000jTMvz,Mechanical,Mechanical,Mechanical,"$77,901,000 ",$25M-$100M,$0.00,"$684,382.04",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Muir - Chase Plumbing Co., Inc.",0014x00000jTMXGAA4,0014x00000jTMXG,Mechanical,Mechanical,Mechanical,"$50,000,000 ",$25M-$100M,$618.20,"$21,460.90",$0.00,"$258,973.08","$121,763.52","$46,795.57",$0.00,$0.00,$0.00,"$6,490",$0,$0,$0,$0,$0,#DIV/0!,$0,
"Anderson Mechanical Services, LLC d/b/a Vertical Mechanical Group",0014x00000jTMxnAAG,0014x00000jTMxn,Mechanical,Mechanical,Mechanical,"$32,000,000 ",$25M-$100M,"$3,655,809.56","$6,281,790.22","$5,134,370.24","$5,326,097.08","$4,777,516.30","$4,366,145.59","$4,449,909.08","$3,769,408.38","$3,797,648.36","$9,927,313","$8,458,105","$10,516,845","$3,154,226","$2,164,580","$1,974,916",-9%,"-$189,664",
"Geiger Brothers, Inc.",0014x00000jTMY4AAO,0014x00000jTMY4,Mechanical,Mechanical,Mechanical,"$150,000,000 ",$100M-$500M,"$4,055.88","$19,094.73","$188,953.93","$663,322.19","$1,388,961.24","$2,316,680.90","$1,506,012.27","$2,692,509.66","$1,356,617.88","$1,400,260","$1,140,303","$1,003,471","$997,525","$2,518,130","$1,510,842",-40%,"-$1,007,288",
Ross Plumbing,0014x00000jTMyLAAW,0014x00000jTMyL,Mechanical,Mechanical,Mechanical,"$9,312,000 ",Less than $25M,"$483,601.05","$188,203.90","$317,656.62","$251,129.87","$362,121.59","$168,325.70","$143,450.55","$297,234.91","$38,123.43","$265,721","$136,508","$584,517","$189,938","$308,577","$151,783",-51%,"-$156,795",
"Temp-Con, LLC.",0014x00000jTMyxAAG,0014x00000jTMyx,Mechanical,,Mechanical,"$35,000,000 ",$25M-$100M,,,,,,,"$1,989.97",$0.00,"$554,499.04","$109,220","$3,652","$371,341","$81,914","$47,937","$5,293",-89%,"-$42,644",
Stewart Mechanical,0014x00000jTMZvAAO,0014x00000jTMZv,Mechanical,Mechanical,Mechanical,"$13,000,000 ",Less than $25M,"$216,897.48","$167,613.37","$240,671.06","$249,168.69","$332,647.66","$241,200.98","$223,821.64","$184,355.92","$300,974.54","$184,647","$143,378","$251,960","$87,934","$53,530","$86,362",61%,"$32,832",
Archer Mechanical & Maintenance,0014x00000jTN0IAAW,0014x00000jTN0I,Mechanical,Mechanical,Mechanical,"$84,000,000 ",$25M-$100M,"$3,876.02","$72,989.33","$354,639.64","$3,595.67","$19,017.00","$59,559.66",$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
JRT Mechanical,0014x00000jTN55AAG,0014x00000jTN55,Mechanical,Mechanical,Mechanical,"$27,000,000 ",$25M-$100M,"$2,082,120.87","$1,556,442.46","$1,921,889.67","$1,009,957.41","$1,055,960.48","$504,648.09","$776,998.61","$1,518,788.70","$577,839.31","$332,637","$268,900","$892,007","$1,325,200","$659,326","$465,351",-29%,"-$193,975",
Derman Associates,0014x00000jTNDkAAO,0014x00000jTNDk,Mechanical,,Mechanical,"$7,000,000 ",Less than $25M,,,,$0.00,$0.00,$25.06,"$723,130.68","$319,648.27","$542,530.71","$254,414","$116,226","$488,569","$255,597","$194,975","$118,861",-39%,"-$76,115",
Tharco Inc,0014x00000jTNEKAA4,0014x00000jTNEK,Mechanical,Mechanical,Mechanical,"$10,772,000 ",Less than $25M,"$36,478.19","$17,727.35","$53,243.71","$28,199.50","$13,562.82","$17,576.88","$4,099.54",$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"A. Hattersley & Sons, Inc.",0014x00000jTNEXAA4,0014x00000jTNEX,Mechanical,Mechanical,Mechanical,"$5,775,000 ",Less than $25M,"$486,775.61","$747,236.44","$113,964.68","$856,663.80","$979,489.47","$550,175.99","$1,537,454.81","$375,246.51","$293,350.34","$200,294","$113,594","$192,438","$258,843","$283,412","$295,548",4%,"$12,135",
Voss Plumbing & Heating of Paynesville Inc.,0014x00000jTNGSAA4,0014x00000jTNGS,Mechanical,Mechanical,Mechanical,"$16,124,000 ",Less than $25M,"$1,060,387.18","$60,675.91","$348,186.37","$130,777.34","$194,808.48","$50,981.70","$230,735.08",$0.00,"$42,246.82","$304,848","$45,770","$13,088","$62,126","$117,589","$70,183",-40%,"-$47,406",
Davis Mechanical Systems,0014x00000jTNIxAAO,0014x00000jTNIx,Mechanical,Mechanical,Mechanical,"$20,000,000 ",Less than $25M,"$1,331,391.72","$819,784.93","$2,478,614.91","$1,012,156.06","$915,302.33","$1,064,140.86","$1,328,984.15","$1,429,969.48","$646,956.50","$994,526","$506,314","$564,421","$267,992","$1,548,648","$343,620",-78%,"-$1,205,027",
"Oliver Mechanical, Inc.",0014x00000jTNMEAA4,0014x00000jTNME,Mechanical,,Mechanical,"$30,000,000 ",$25M-$100M,,,,$0.00,$110.10,"$13,000.00","$605,286.40","$83,334.63","$452,065.92","$2,636,752","$5,228,834","$1,022,039","$1,195,548","$208,355","$629,374",202%,"$421,020",
Aliso Electric,0014x00000kmin2AAA,0014x00000kmin2,Electrical,Electrical,Electrical,"$5,000,000 ",Less than $25M,"$1,123,075","$593,682","$782,070","$1,003,573","$629,817","$540,887","$576,798","$1,023,839","$1,212,752","$478,747","$289,274","$343,366","$332,149","$317,983","$504,966",59%,"$186,982",
Adams Electric Co.,0014x00000KnGwmAAF,0014x00000KnGwm,Electrical,Electrical,Electrical,"$55,000,000 ",$25M-$100M,"$11,191,880","$2,965,706","$6,999,522","$5,320,195","$2,724,849","$2,762,980","$2,424,700","$23,031,195","$12,962,557","$6,273,688","$8,143,309","$12,078,641","$16,780,773","$9,612,325","$9,098,956",-5%,"-$513,369",
