Southpaw Energy,0014x00000YnBM5AAN,0014x00000YnBM5,Electrical,Electrical,Electrical,"$9,000,000 ",Less than $25M,"$69,982","$96,143","$128,043","$150,265","$124,597","$146,735","$70,165","$290,949","$167,563","$505,251","$626,691","$132,034","$64,551","$80,043","$623,896",679%,"$543,853",
Moran Electrical Contracting,0014x00000YnBrKAAV,0014x00000YnBrK,Electrical,Electrical,Electrical,"$5,094,000 ",Less than $25M,"$614,393","$152,982","$39,958","$187,537","$35,948","$396,530","$80,492","$36,982","$22,989",$935,"$272,392","$1,288","$15,700",$0,$0,#DIV/0!,$0,
Empowercom Inc.,0014x00000YnHMBAA3,0014x00000YnHMB,Electrical,Electrical,Electrical,"$12,000,000 ",Less than $25M,"$46,217","$92,287","$111,028","$69,155","$202,600","$246,970","$50,468","$67,296","$40,157","$97,781","$41,445","$103,604","$11,031","$41,016","$39,331",-4%,"-$1,685",
Thorne Electric,0014x00000YNTMUAA5,0014x00000YNTMU,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$1,016,857","$140,165","$98,946","$450,853","$160,464","$90,515","$141,701","$640,378","$249,522","$621,483","$64,953","$1,138,360","$696,607","$511,026","$446,538",-13%,"-$64,488",
"North Mechanical Contracting, Inc.",0014x00000zzQvRAAU,0014x00000zzQvR,Mechanical,Mechanical,Mechanical,"$80,000,000 ",$25M-$100M,$0.00,$55.00,$0.00,$341.08,$0.00,$218.31,"$198,934.22","$58,313.61","$126,664.28","$56,089","$216,412",$0,$0,$0,$0,#DIV/0!,$0,
JR & Co.,0014x00000zzsJCAAY,0014x00000zzsJC,Roofing,Roofing,Other,"$100,000,000 ",$100M-$500M,"$123,254.18","$61,738.17","$312,012.68","$100,108.49","$210,682.92","$259,412.56","$185,616.70","$27,391.09","$105,321.49",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"JRock Construction, LLC",0014x00000zzVs9AAE,0014x00000zzVs9,Concrete,,Other,"$33,686,000 ",$25M-$100M,,,,$0.00,"$28,142.02",$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Kaw Roofing & Sheet Metal, Inc.",0014x00000zzWAsAAM,0014x00000zzWAs,Roofing,Roofing,Other,"$20,000,000 ",Less than $25M,$0.00,$0.00,"$78,212.65","$1,055,990.15","$801,916.35","$645,729.13","$348,316.43","$367,705.64","$296,173.02","$496,123","$315,868","$92,204","$165,769","$63,055","$243,613",286%,"$180,558",
"Diversified Interiors of El Paso, Inc.",0014x00001005wTAAQ,0014x00001005wT,Drywalling,Drywalling,Other,"$142,930,000 ",$100M-$500M,"$5,714.56",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Best Interiors, Inc.",0014x00001005xDAAQ,0014x00001005xD,Drywalling,Drywall,Other,"$25,999,000 ",$25M-$100M,"$299,487.44","$188,772.13","$96,765.35","$194,038.19","$219,837.69","$191,664.58","$143,921.91","$177,568.44","$221,613.77","$188,303","$56,890","$77,476","$152,156","$507,021",$0,-100%,"-$507,021",
Hi-Tech Interiors,0014x00001005z0AAA,0014x00001005z0,Drywalling,,Other,"$25,000,000 ",$25M-$100M,,,,"$38,949.93",$0.00,$0.00,"$515,289.34","$106,513.31","$131,625.82","$490,990","$141,454","$261,710","$259,415","$324,590","$143,819",-56%,"-$180,771",
"Alliance Companies, Inc.",0014x000010061eAAA,0014x000010061e,Drywalling,,Other,"$17,807,000 ",Less than $25M,,,,$0.00,"$6,828.00",$0.00,$0.00,$0.00,$0.00,$0,"$6,828",$0,$0,$0,$0,#DIV/0!,$0,
"AMPAM Parks Mechanical, Inc.",0014x000012OsgyAAC,0014x000012Osgy,Mechanical,,Mechanical,,Less than $25M,,,,$0.00,$368.01,$0.00,"$574,949.06","$4,941.32","$1,326.53",$0,"$3,334","$2,264","$1,649","$1,000",$55,-94%,-$945,
Leed Electric,0014x000012Osh9AAC,0014x000012Osh9,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,"$631,644","$669,756","$720,111","$650,040","$664,425","$729,938","$601,031","$782,888","$646,439","$674,890","$460,180","$736,749","$751,875","$9,339,952","$1,544,454",-83%,"-$7,795,497",
Progressive Roofing - Phoenix,0014x000012Ot2nAAC,0014x000012Ot2n,Roofing,Roofing,Other,"$500,000,000 ",$500M+,"$6,618,850.54","$5,325,772.32","$4,786,926.23","$6,156,352.88","$4,383,652.94","$4,491,382.12","$14,543,238.53","$6,159,324.04","$6,595,301.81","$4,804,391","$9,746,054","$7,209,796","$6,284,099","$4,266,684","$5,730,092",34%,"$1,463,408",
Alta Drywall,0014x000012Ou3nAAC,0014x000012Ou3n,Drywalling,Drywalling,Other,"$18,000,000 ",Less than $25M,"$556,492.66","$298,911.53","$449,493.86","$596,516.20","$709,764.31","$534,116.48","$321,916.45","$474,383.27","$368,356.12","$228,749","$300,281","$232,435","$38,803","$52,835","$69,045",31%,"$16,210",
Hanlon Acoustical Ceilings Co.,0014x000012Ou5zAAC,0014x000012Ou5z,Drywalling,Drywalling,Other,"$9,074,000 ",Less than $25M,"$273,739.57","$1,963,915.37","$522,129.15","$473,877.44","$369,342.13","$273,407.02","$417,826.23",$0.00,"$309,104.03","$629,716","$490,784","$221,201","$437,966","$110,839","$86,791",-22%,"-$24,049",
"Diversified Interiors of Amarillo, Ltd.",0014x000012OuGwAAK,0014x000012OuGw,Drywalling,Drywalling,Other,"$15,250,000 ",Less than $25M,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Ireland Electric Corp,0014x000012Q3lTAAS,0014x000012Q3lT,Electrical,Electrical,Electrical,"$12,000,000 ",Less than $25M,"$737,643","$427,759","$666,404","$441,090","$414,726","$710,274","$275,342","$448,142","$328,527","$513,973","$212,114","$346,831","$439,474","$266,442","$377,683",42%,"$111,241",
"Electrical Service Professionals, Inc",0014x000012QBGFAA4,0014x000012QBGF,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,$0,$0,"$8,141","$16,036",$599,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Electrical Service Professionals Co.,0014x000012QBGFAA4,0014x000012QBGF,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,$1,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
MJM Electric,0014x000012QBGHAA4,0014x000012QBGH,Electrical,,Electrical,,Less than $25M,,,,$0,$1,$0,$0,$0,$0,"$11,416",$0,$0,$0,$0,$0,#DIV/0!,$0,
Next Level Energy Management Systems,0014x000012Qn37AAC,0014x000012Qn37,Mechanical,Electrical,Electrical,"$12,000,000 ",Less than $25M,"$153,124","$110,811","$243,488","$175,527","$146,543","$255,092","$254,161","$171,777","$236,062","$350,452","$390,324","$303,177","$267,345","$436,733","$272,797",-38%,"-$163,937",
Stewart Electric LLC,0014x000013bXYIAA2,0014x000013bXYI,Electrical,Electrical,Electrical,"$1,128,000 ",Less than $25M,"$118,177","$52,516",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
General Mechanical Contractors,0014x000013cdMtAAI,0014x000013cdMt,Mechanical,Mechanical,Mechanical,"$70,000,000 ",$25M-$100M,$312.84,$0.00,"$455,864.30","$4,671,928.44","$1,043,263.00","$711,917.00","$9,286,830.12","$72,000.00","$2,891,209.69","$1,928,307","$57,115","$49,249","$334,987","$27,519","$389,299",1315%,"$361,780",
DECCO,0014x000014aHBCAA2,0014x000014aHBC,Mechanical,,Mechanical,"$60,000,000 ",$25M-$100M,,,,"$14,153.72",$0.20,$0.00,"$14,762.48",$10.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
ColonialWebb Contractors,0014x000014ZznBAAS,0014x000014ZznB,Mechanical,Electrical/Mechanical,Mechanical,"$240,000,000 ",$100M-$500M,"$324,452.83","$371,400.54","$2,096,277.10","$926,828.81","$803,197.33","$784,589.98","$1,240,293.19","$2,024,979.71","$1,099,285.33","$1,113,207","$672,909","$336,361","$138,830","$322,120","$104,250",-68%,"-$217,869",
Trademark Plumbing LLC,0014x000015Uzt5AAC,0014x000015Uzt5,Mechanical,Mechanical,Mechanical,"$50,000,000 ",$25M-$100M,"$349,013.31","$96,714.92","$3,498.97","$2,060.70","$3,424.27","$138,778.01","$155,084.31","$97,529.83","$413,232.68","$962,701","$1,097,226","$1,009,685","$505,933","$199,876","$463,523",132%,"$263,646",
"Custom Metalcrafters, Inc.",0014x000015VswoAAC,0014x000015Vswo,General Contractor,Other,Other,"$10,000,000 ",Less than $25M,$0.00,"$6,029.53","$14,110.13","$28,494.09","$22,800.02",$0.00,$0.00,$0.00,"$1,164.67",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Highlander Energy Products,0014x000015WwWpAAK,0014x000015WwWp,Mechanical,Mechanical,Mechanical,"$14,594,000 ",Less than $25M,"$3,161,794.18","$341,544.59","$202,586.80","$384,169.86","$173,487.05","$610,934.71","$41,796.51",$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Climatemp Air Conditioning Co., Inc.",0014x000015X5HyAAK,0014x000015X5Hy,Mechanical,Mechanical,Mechanical,"$3,000,000 ",Less than $25M,"$44,016.23","$24,132.52","$33,161.23","$11,544.99","$17,375.88","$11,325.55","$182,909.48","$83,742.28","$262,494.92","$77,268","$294,040","$1,531,754","$79,991","$30,704","$97,419",217%,"$66,714",
Vanalt Electrical Construction,0014x0000173Yo7AAE,0014x0000173Yo7,#N/A,Electrical,Electrical,"$22,881,000 ",Less than $25M,"$1,813,919","$449,859","$1,681,270","$132,442","$44,254","$635,940","$14,889","$504,575","$262,024","$387,854","$60,183","$86,316","$93,561","$72,152","$54,472",-25%,"-$17,680",
MG Electric Inc.,0014x0000173YoDAAU,0014x0000173YoD,Electrical,Electrical,Electrical,"$14,964,000 ",Less than $25M,"$290,866","$341,856","$293,711","$305,039","$244,582","$693,700","$482,793",$0,"$516,937","$162,296","$939,931","$59,648","$117,486","$97,110","$743,003",665%,"$645,893",
Therma LLC,0014x000017mH5OAAU,0014x000017mH5O,Mechanical,Electrical,Electrical,"$500,000,000 ",$500M+,"$20,321,298","$5,799,921","$5,210,561","$6,104,150","$14,077,233","$4,940,025","$7,058,813","$7,259,737","$3,314,347","$3,815,940","$3,023,144","$2,224,828",$0,$0,$0,#DIV/0!,$0,
SCE PowerPlus,0014x000017Rpq1AAC,0014x000017Rpq1,Electrical,Electrical,Electrical,"$80,000,000 ",$25M-$100M,"$482,699","$1,587,072","$8,386,538","$2,448,399","$2,537,992","$3,513,410","$4,095,766","$6,347,674","$2,914,215","$2,927,351","$4,715,848","$3,930,046","$1,274,791","$2,338,387","$8,948,492",283%,"$6,610,105",
Hicks & Ingle Corp.,0014x000019S9nmAAC,0014x000019S9nm,Mechanical,,Mechanical,"$6,000,000 ",Less than $25M,,,,,,,$883.92,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Next Level Construction,0014x000019SJpRAAW,0014x000019SJpR,Framing & Paneling,Framing & Paneling,Other,"$21,000,000 ",Less than $25M,"$1,621,986.50","$293,119.70","$138,122.47","$645,170.08","$909,242.25","$55,788.37","$303,979.33","$1,716,522.04","$645,013.22","$683,966","$19,268","$560,210","$106,498","$271,075","$263,455",-3%,"-$7,620",
Fickling Brothers,0014x00001AMAgTAAX,0014x00001AMAgT,General Contractor,,Other,"$19,359,000 ",Less than $25M,,,,$0.00,$40.00,$0.00,"$179,285.37",$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Miller Paneling Specialties,0014x00001AMNfDAAX,0014x00001AMNfD,Drywalling,Drywalling,Other,"$25,000,000 ",$25M-$100M,"$2,046,722.96","$87,286.56","$193,428.07","$140,797.39","$43,838.72","$704,694.98","$546,929.10","$347,872.61","$186,183.32","$215,192","$419,305","$181,101","$130,116","$256,882","$85,431",-67%,"-$171,451",
"Vollers, Inc.",0014x00001ANmv0AAD,0014x00001ANmv0,Concrete,,Other,"$100,000,000 ",$100M-$500M,,,,$0.00,"$339,451.00","$2,024.23",$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Mielke Mechanical, Inc.",0014x00001BI3CQAA1,0014x00001BI3CQ,Mechanical,Mechanical,Mechanical,"$60,000,000 ",$25M-$100M,"$758,724.72","$971,411.05","$1,149,119.14","$1,253,924.76","$2,669,209.72","$967,697.20","$849,541.71","$1,081,842.87","$1,560,300.78","$1,129,818","$977,556","$1,035,565","$558,920","$939,651","$1,015,603",8%,"$75,951",
"A-1 Electrical Contractors, Inc.",0014x00001CeWaZAAV,0014x00001CeWaZ,Electrical,Electrical,Electrical,"$18,100,000 ",Less than $25M,"$320,394","$444,260","$372,472","$432,902","$362,125","$853,971","$368,952","$503,102","$717,724","$177,667","$379,169","$347,768","$1,010,860","$612,851","$647,994",6%,"$35,143",
i.e. Smart Systems,0014x00001D5YPLAA3,0014x00001D5YPL,Electrical,Electrical,Electrical,"$50,000,000 ",$25M-$100M,"$660,246","$1,780,627","$3,732,718","$1,690,673","$915,294","$716,229","$612,420","$1,453,728","$919,985","$1,690,275","$2,561,898","$3,156,747","$566,176","$951,555","$1,744,121",83%,"$792,566",
Atlas Mechanical Inc.,0014x00001D5YQOAA3,0014x00001D5YQO,Mechanical,Mechanical,Mechanical,"$30,000,000 ",$25M-$100M,"$464,348.34","$298,035.25","$406,841.93","$439,217.98","$1,797,759.02","$399,753.62","$663,734.15","$668,562.64","$1,037,892.76","$851,023","$279,775",$0,$0,$0,$0,#DIV/0!,$0,
Ventura Integrated Systems,0014x00001EfJbuAAF,0014x00001EfJbu,Electrical,Electrical,Electrical,,Less than $25M,"$7,135","$11,829","$15,947","$11,200","$36,992","$7,721","$6,849",$0,"$1,689","$1,820","$14,115","$29,784","$7,931","$28,494","$38,712",36%,"$10,219",
Primis Electric Corp,0014x00001GP2SKAA1,0014x00001GP2SK,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$69,290","$80,422","$34,161","$604,940","$79,132","$75,047","$18,547","$13,120","$62,222","$26,626","$33,917","$26,890","$16,727","$9,682","$5,916",-39%,"-$3,766",
Silver Slate Group,0014x00001GP5RHAA1,0014x00001GP5RH,Flooring,,Other,"$15,000,000 ",Less than $25M,,,,"$4,230.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Five Star Automatic Fire Protection,0014x00001GPeTRAA1,0014x00001GPeTR,Mechanical,Other,Other,"$8,000,000 ",Less than $25M,"$300,278.73",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Sunsolar Solutions,0014x00001GPjOKAA1,0014x00001GPjOK,Electrical,Electrical,Electrical,"$70,000,000 ",$25M-$100M,$0,$0,"$1,100",$0,$0,$0,$0,"$11,252",$34,$450,$0,$0,$585,$0,"$258,859",#DIV/0!,"$258,859",
AmertechTowerServices,0014x00001JVCWtAAP,0014x00001JVCWt,Mechanical,Other,Other,"$35,000,000 ",$25M-$100M,"$4,141,113.41","$1,021,184.95","$1,442,336.62","$1,811,758.66","$2,069,319.88","$1,777,599.59","$576,486.50","$1,568,779.31","$779,425.90","$1,827,560","$5,743,391","$3,941,567","$1,866,032","$1,280,130","$846,033",-34%,"-$434,097",
"Stiles Renewables, LLC",0014x00001miaeGAAQ,0014x00001miaeG,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,$0,$1,"$1,125,234","$46,697","$16,862","$35,227","$114,895","$17,996",$0,$0,"$3,005",$0,$0,$0,$0,#DIV/0!,$0,
BL Harbert Int'l,0014x00001miahJAAQ,0014x00001miahJ,Construction,Construction,Other,"$50,000,000 ",$25M-$100M,$0.00,$0.00,$10.00,"$205,366.48","$19,450.11","$128,041.60","$1,245,174.16","$378,600.00","$120,826.42","$125,681","$112,249","$321,238","$68,882","$143,488","$91,601",-36%,"-$51,887",
DLC Electric,0014x00001NUGDsAAP,0014x00001NUGDs,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,$0,$0,"$18,885","$293,075","$154,083",$0,$0,"$46,800",$0,"$33,340","$39,479","$107,162","$1,763,624","$362,950","$110,000",-70%,"-$252,950",
Interior Plumbing & Heating LTD.,0014x00001oIcjVAAS,0014x00001oIcjV,Mechanical,Mechanical,Mechanical,"$55,437,000 ",$25M-$100M,"$2,290,364.48","$2,551,526.87","$2,133,391.45","$2,951,282.73","$2,208,713.66","$2,431,129.00","$2,539,887.98","$1,884,294.04","$893,009.07","$2,286,455","$2,943,207","$2,276,515","$1,244,790","$443,462","$1,015,860",129%,"$572,398",
Tri Gen Electric,0014x00001oLoMNAA0,0014x00001oLoMN,Electrical,Electrical,Electrical,"$3,000,000 ",Less than $25M,"$26,289","$3,548",$240,"$1,829","$160,427","$133,760","$23,369","$25,441","$62,772","$104,905","$50,261","$2,966",$71,"$5,633",$1,-100%,"-$5,633",
Barclay Mechanical,0014x00001PHjv8AAD,0014x00001PHjv8,Mechanical,Mechanical,Mechanical,"$12,000,000 ",Less than $25M,"$348,953.50","$659,062.42","$561,527.20","$185,208.51","$477,271.05","$217,984.25","$256,805.83",$0.00,"$578,197.11","$160,504","$304,932","$378,346","$319,846","$309,879","$3,346,964",980%,"$3,037,085",
Commercial Plumbing Inc.,0014x00001PHwOcAAL,0014x00001PHwOc,Mechanical,Mechanical,Mechanical,"$60,000,000 ",$25M-$100M,"$111,436.72","$127,762.74","$243,365.29","$208,905.60","$12,038.85","$3,228.56",$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Centerpoint Construction Corp,0014x00001q8o3sAAA,0014x00001q8o3s,Concrete,,Other,"$35,000,000 ",$25M-$100M,,,,$0.00,$235.63,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Oahu Plumbing and Sheet Metal Ltd,0014x00001QA0kYAAT,0014x00001QA0kY,Mechanical,Mechanical,Mechanical,"$15,000,000 ",Less than $25M,$0.00,$0.00,$106.00,"$831,894.00","$3,094.02",$0.00,$0.00,$0.00,"$41,211.54",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
William F. Lynch Mechanical Contractors,0014x00001QA0o1AAD,0014x00001QA0o1,Mechanical,Mechanical,Mechanical,"$7,018,000 ",Less than $25M,"$336,166.07","$1,210,291.29","$85,646.43","$307,333.81","$539,534.36","$193,523.95","$711,893.07","$137,983.96","$170,659.32","$109,218","$219,025","$686,810","$607,341","$168,136","$139,071",-17%,"-$29,064",
"Alltek Energy Systems, Inc.",0014x00001QPDouAAH,0014x00001QPDou,Mechanical,Mechanical,Mechanical,"$8,000,000 ",Less than $25M,$1.00,"$12,140.42","$629,956.00","$860,354.84","$287,959.92","$221,449.33","$101,780.54","$2,627.87","$29,119.45","$68,470","$105,785","$112,404","$210,298","$74,200","$152,903",106%,"$78,703",
N.V. Heathorn Co.,0014x00001QPDuVAAX,0014x00001QPDuV,Mechanical,Mechanical,Mechanical,"$45,000,000 ",$25M-$100M,"$378,264.53","$247,630.19","$210,113.57","$188,911.24","$207,634.34","$165,673.10","$257,901.71","$264,661.62","$274,323.19","$174,058","$217,349","$133,069","$99,620","$157,999","$154,910",-2%,"-$3,089",
Burdick Painting - CA,0014x00001QQiehAAD,0014x00001QQieh,Drywalling,,Other,"$25,000,000 ",$25M-$100M,,,,$0.00,$0.00,$1.00,$704.85,$487.50,"$5,948.72","$2,595","$1,370","$35,644","$28,302","$9,992","$31,504",215%,"$21,512",
RoyalAire Mechanical Services,0014x00001QQvqMAAT,0014x00001QQvqM,Mechanical,Mechanical,Mechanical,"$15,343,000 ",Less than $25M,"$301,420.77","$1,244,728.39","$1,240,838.56","$507,276.68","$704,167.57","$919,758.23","$1,018,469.22","$1,574,572.31","$466,023.74","$199,617","$1,577,500","$936,341","$104,582","$210,045","$249,520",19%,"$39,475",
Ambar Technologies LLC,0014x00001RHsigAAD,0014x00001RHsig,Electrical/Mechanical,,Electrical,"$25,000,000 ",$25M-$100M,"$663,212","$362,061","$432,711","$127,084","$183,114","$106,048","$58,214","$339,851","$48,863","$279,164","$420,852","$380,756","$1,052,946","$276,560","$195,728",-29%,"-$80,833",
"Commercial Electric, Inc.",0014x00001RIgGNAA1,0014x00001RIgGN,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,"$857,531","$2,856,867","$885,676","$729,560","$208,393","$395,653","$495,588","$517,046","$974,806","$470,861","$275,197","$252,157","$360,135","$384,115","$1,044,902",172%,"$660,787",
Gold Mechanical,0014x00001RztO9AAJ,0014x00001RztO9,Mechanical,Mechanical,Mechanical,"$29,000,000 ",$25M-$100M,$1.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Stanton Millworks,0014x00001sN4MeAAK,0014x00001sN4Me,Electrical,Other,Other,"$50,000,000 ",$25M-$100M,"$13,159.43","$24,679.78","$33,818.73","$19,028.31","$24,391.58","$14,016.44","$29,891.52","$2,124.96","$5,088.27","$25,985","$30,702","$176,982","$49,389","$16,283","$35,328",117%,"$19,045",
Colwill Enterprises,0014x00001tzJ4cAAE,0014x00001tzJ4c,#N/A,Mechanical,Mechanical,"$21,931,000 ",Less than $25M,"$4,423,438.53","$2,591,152.52","$2,378,218.15","$1,479,201.49","$1,478,935.33","$1,560,181.05","$1,823,652.52","$4,184,837.01","$2,711,087.48","$2,673,678","$1,057,415","$712,837","$341,225",$0,$0,#DIV/0!,$0,
Wallace Building Products,0014x00001u0OIPAA2,0014x00001u0OIP,Roofing,Roofing,Other,"$18,000,000 ",Less than $25M,"$835,142.37","$343,941.58","$108,755.41","$38,300.18","$147,340.02","$1,243,212.84","$416,796.40","$224,832.77","$107,651.85","$245,266","$311,645","$472,073","$338,447","$201,851","$520,025",158%,"$318,174",
Syserco Midwest,0014x00001vXlN0AAK,0014x00001vXlN0,#N/A,Electrical,Electrical,"$60,000,000 ",$25M-$100M,"$84,102","$110,531","$247,983","$110,268","$239,089","$135,531","$171,406","$63,667","$55,328","$33,808","$90,022","$87,793","$48,006","$31,336","$17,595",-44%,"-$13,740",
Maralex Electric Corp,0014x00001wOLtbAAG,0014x00001wOLtb,Electrical,Electrical,Electrical,,Less than $25M,"$34,581","$5,332","$3,637","$3,904","$1,905",$504,$0,"$21,494",$326,"$8,036","$8,326",$945,$1,"$11,570","$52,390",353%,"$40,820",
Alphabet Construction LLC,0014x00001xNASMAA4,0014x00001xNASM,Drywalling,Drywall,Other,"$4,749,000 ",Less than $25M,"$213,515.18","$71,458.42","$21,915.59","$17,849.23","$30,995.42",$300.58,"$103,836.67","$20,390.94","$60,307.57","$2,002","$84,581","$45,705","$133,699","$28,530","$96,418",238%,"$67,889",
AirX LLC,0014x00001xPj7qAAC,0014x00001xPj7q,Mechanical,Mechanical,Mechanical,"$8,000,000 ",Less than $25M,$0.00,"$107,922.76","$151,900.23","$176,180.65","$118,839.40","$121,207.43","$26,040.04","$40,264.30","$196,631.54","$139,477","$19,069","$60,582",$0,$0,$0,#DIV/0!,$0,
RS Electric Utility,0014x00001zrtG7AAI,0014x00001zrtG7,Electrical,,Electrical,"$5,000,000 ",Less than $25M,,,,,,,"$3,966","$29,656","$20,687","$3,815","$13,271","$31,370","$681,919","$31,829","$495,221",1456%,"$463,392",
"Larkin Enterprises, Inc.",0014x00001zrtGGAAY,0014x00001zrtGG,Electrical,Electrical,Electrical,"$14,398,858 ",Less than $25M,$131,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Cardinal Civil Contracting,0014x00001ztW55AAE,0014x00001ztW55,Mechanical,Mechanical,Mechanical,"$235,000,000 ",$100M-$500M,"$6,428,488.53","$2,136,714.69","$5,427,237.20","$2,741,737.68","$7,285,017.92","$5,060,111.56","$6,807,400.99","$2,930,590.00","$3,139,982.64","$5,850,303","$2,422,021","$3,498,767","$1,314,706","$1,483,851","$526,846",-64%,"-$957,005",
Equity Plumbing & Heating Ltd.,0014x000021ptC9AAI,0014x000021ptC9,Mechanical,Mechanical,Mechanical,"$18,000,000 ",Less than $25M,"$202,014.11","$511,594.85","$506,462.53","$783,073.75","$312,309.28","$299,855.33","$508,768.89","$225,123.90","$1,307,844.36","$7,262,245","$2,676,866","$1,042,667","$482,877","$163,847","$333,962",104%,"$170,115",
Apex Site Solutions,0014x000021qEmtAAE,0014x000021qEmt,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,"$5,544","$45,971","$251,523","$165,070","$302,989","$107,182","$124,485","$295,573","$191,209","$219,085","$242,096","$202,365","$33,052","$21,942","$26,421",20%,"$4,479",
"Eisen Group, LLC",0014x000021rwsEAAQ,0014x000021rwsE,Drywalling,Drywalling,Other,"$10,000,000 ",Less than $25M,"$283,534.60",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
A & M Warshaw Plumbing & Heating Inc.,0014x000021sehGAAQ,0014x000021sehG,Mechanical,Mechanical,Mechanical,"$8,000,000 ",Less than $25M,"$424,267.45","$167,424.11","$123,343.70","$158,157.32","$206,850.47","$41,813.15","$50,107.43","$21,891.75","$420,981.20","$425,872","$290,956","$241,414","$74,869","$349,067","$465,435",33%,"$116,368",
"Gootee Construction, Inc.",0014x000021snOFAAY,0014x000021snOF,Mechanical,Mechanical,Mechanical,"$50,000,000 ",$25M-$100M,"$146,386.13","$212,990.17","$99,549.35","$164,737.30","$228,104.52","$135,627.59","$146,542.37","$593,357.44","$291,643.80","$181,274","$54,276",$0,$0,$0,$0,#DIV/0!,$0,
"Bruce Matson Company, Inc.",0014x000022ILY6AAO,0014x000022ILY6,Drywalling,Other,Other,"$20,000,000 ",Less than $25M,"$467,891.24","$419,414.46","$328,552.14","$539,124.71","$343,956.40","$563,345.94","$214,087.29","$219,093.05","$399,625.20",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Industrial - RS Electric Corp,001Rk000000ft70IAA,001Rk000000ft70,Electrical,Electrical,Electrical,,Less than $25M,"$4,103,042","$170,663","$429,284","$518,160","$279,865","$487,355","$333,881","$205,131","$990,993","$806,129","$590,999","$389,384","$640,100","$581,365","$707,031",22%,"$125,666",
KASA Construction Inc.,001Rk000000iop8IAA,001Rk000000iop8,Electrical,General Contractor,Other,"$10,000,000 ",Less than $25M,"$194,040.74","$125,854.34","$149,910.88","$195,246.32","$86,521.71","$94,634.96","$212,445.43","$191,257.17","$1,115,795.47","$289,673","$71,461","$264,512","$132,325","$185,689","$189,541",2%,"$3,852",
Gallo Mechanical Services LLC,001Rk000001AQ7hIAG,001Rk000001AQ7h,Mechanical,Mechanical,Mechanical,"$1,000,000 ",Less than $25M,"$82,017.41","$73,589.81","$33,233.38","$28,332.67","$20,852.16","$15,005.93","$8,351.87","$9,711.31","$2,140.24",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Sheet Metal Systems,001Rk000001AXSFIA4,001Rk000001AXSF,Mechanical,Mechanical,Mechanical,"$10,000,000 ",Less than $25M,"$110,853.55","$71,454.14","$67,818.00","$61,624.96","$93,121.83","$65,587.51","$90,460.58","$60,938.19","$58,899.72","$99,262","$255,846","$70,311","$86,054","$87,102","$83,053",-5%,"-$4,049",
